inn,year,region,okved,PL_revenue,PL_net_profit,B_assets,B_total_equity,B_shortterm_liab,CF_balance_operating,age,eligible,filed,outlier,B_cash_equivalents,B_longterm_debt,PL_cost_of_sales,PL_profit_from_sales,PL_before_tax,CF_balance
3316002761,2023,vladimir,35.30.14,13974.0,107.0,9510.0,7043.0,2467.0,,10.0,1.0,1.0,0.0,929.0,,-14260.0,-286.0,316.0,
6376024050,2023,samara,35.11,9408.0,499.0,1448.0,499.0,949.0,-56.0,10.0,1.0,1.0,0.0,0.0,,-8852.0,556.0,499.0,-56.0
7731196376,2023,moscow city,17.22,84970.0,419.0,150183.0,140704.0,9479.0,1301.0,23.0,1.0,1.0,0.0,335.0,0.0,-45995.0,2673.0,1626.0,31257.0
7813489790,2023,sankt-petersburg,46.69,21330.0,3044.0,9839.0,8582.0,1258.0,,13.0,1.0,1.0,0.0,2350.0,,-17358.0,3972.0,3808.0,
7706800770,2023,moscow city,46.48.20,,,,,,,10.0,1.0,0.0,0.0,,,,,,
1660243467,2023,tatarstan,46.73.30,38390.0,3127.0,38085.0,6277.0,27620.0,,8.0,1.0,1.0,0.0,56.0,,-32551.0,3219.0,3387.0,
9705033844,2023,moscow city,86.10,13581.0,157.0,1911.0,-848.0,1431.0,-9.0,8.0,1.0,1.0,0.0,477.0,1320.0,-12863.0,718.0,237.0,-49.0
1646041998,2023,tatarstan,01.42.11,2505.0,630.0,5941.0,630.0,811.0,170.0,7.0,1.0,1.0,0.0,260.0,4500.0,-1760.0,712.0,667.0,170.0
7728757688,2023,moscow city,46.17,,-8.0,42.0,-19.0,61.0,,13.0,1.0,1.0,0.0,6.0,,,,,
7805512935,2023,sankt-petersburg,41.20,713455.0,25567.0,307317.0,80394.0,145700.0,,13.0,1.0,1.0,0.0,2930.0,,-607411.0,61328.0,36272.0,0.0
7723860498,2023,moscow city,46.90,,,,,,,10.0,1.0,0.0,0.0,,,,,,
1648024187,2023,tatarstan,27.40,3596.0,558.0,20510.0,5928.0,13787.0,,15.0,1.0,1.0,0.0,903.0,794.0,-2568.0,702.0,697.0,0.0
1650288596,2023,tatarstan,46.90,0.0,-32.0,10.0,-22.0,0.0,,9.0,1.0,1.0,0.0,1.0,32.0,-27.0,-27.0,-32.0,
5914003557,2023,perm,43.99,20515.0,352.0,6153.0,1741.0,3733.0,245.0,8.0,1.0,1.0,0.0,4.0,,-15496.0,1210.0,728.0,-45.0
7806566002,2023,sankt-petersburg,93.29.90,,0.0,4.0,-82.0,86.0,-87.0,4.0,1.0,1.0,0.0,0.0,,,,0.0,-87.0
9721014616,2023,moscow city,70.22,4800.0,-856.0,85850.0,80012.0,5838.0,,7.0,1.0,1.0,0.0,169.0,,-5109.0,-309.0,-367.0,
5916024143,2023,perm,35.30,4797.0,2182.0,81119.0,52121.0,28952.0,-3092.0,13.0,1.0,1.0,0.0,3.0,,-6934.0,-5655.0,2408.0,-3092.0
9709084208,2023,moscow city,16.23,48228.0,469.0,40608.0,658.0,32184.0,,1.0,1.0,1.0,0.0,1731.0,7766.0,-47087.0,1141.0,1041.0,
6950176860,2023,tver,52.29,,,,,,,9.0,1.0,0.0,0.0,,,,,,
7726050396,2023,moscow city,94.20,,,354.0,354.0,,,23.0,1.0,1.0,0.0,104.0,,,,,0.0
3725007584,2023,ivanovo,94.99,0.0,0.0,11.0,0.0,11.0,0.0,16.0,1.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
7708399106,2023,moscow city,56.10,245367.0,22043.0,57604.0,21954.0,10475.0,,2.0,1.0,1.0,0.0,10704.0,25175.0,-213251.0,32116.0,27174.0,
2301104896,2023,krasnodar,79.11,,,,,,,2.0,1.0,0.0,0.0,,,,,,
9705149976,2023,moscow city,77.40,,-47.0,8817.0,1420.0,2921.0,,3.0,1.0,1.0,0.0,408.0,4477.0,,,-47.0,
3906960326,2023,kaliningrad,46.75.10,1679698.0,92042.0,424162.0,176174.0,239929.0,-64380.0,8.0,1.0,1.0,0.0,6927.0,,-1513136.0,69593.0,115351.0,-41405.0
1657098354,2023,tatarstan,46.73,,,,,,,13.0,1.0,0.0,0.0,,,,,,
2524030165,2023,primorsky terr.,68.32.20,,,0.0,,,,28.0,1.0,1.0,0.0,,,,,,
7452133489,2023,chelyabinsk,46.73.30,88516.0,9060.0,30000.0,24767.0,5233.0,,7.0,1.0,1.0,0.0,1795.0,,-61834.0,9787.0,11387.0,
7838100327,2023,sankt-petersburg,43.29,,,,,,,2.0,1.0,0.0,0.0,,,,,,
5256985564,2023,nizhni novgorod,85.41.90,1360.0,0.0,2468.0,2260.0,208.0,,10.0,1.0,1.0,0.0,0.0,,-1311.0,49.0,41.0,
7841465864,2023,sankt-petersburg,68.20.20,2471.0,539.0,31214.0,30433.0,781.0,,11.0,1.0,1.0,0.0,32.0,,-1931.0,540.0,683.0,
5429110151,2023,novosibirsk,52.10,5984.0,-36012.0,3837239.0,903695.0,41999.0,55176.0,3.0,1.0,1.0,0.0,799928.0,2853500.0,-10164.0,-28871.0,-45771.0,449037.0
7323006500,2023,ulyanovsk,68.32.20,,,7712.0,,27.0,,20.0,1.0,1.0,0.0,1820.0,,,,,
3664238091,2023,voronezh,25.11,,,30.0,30.0,,,5.0,1.0,1.0,0.0,30.0,,,,,
7725273054,2023,moscow city,82.99,2397.0,-1809.0,16666.0,14736.0,1930.0,-3786.0,8.0,1.0,1.0,0.0,2108.0,,-952.0,-2299.0,-2086.0,-1986.0
5020076261,2023,moscow reg.,56.30,,,,,,,9.0,1.0,0.0,0.0,,,,,,
6670476822,2023,sverdlovsk,46.46,,,,,,,5.0,1.0,0.0,0.0,,,,,,
3827056125,2023,irkutsk,94.99,,,251.0,251.0,,,5.0,1.0,1.0,0.0,251.0,,,,,
5406618100,2023,novosibirsk,68.10,,-915.0,349237.0,-256792.0,606029.0,,7.0,1.0,1.0,0.0,0.0,,,-1144.0,-1144.0,
6315656365,2023,samara,96.04,,,0.0,,,,9.0,1.0,1.0,0.0,,,,,,
5017076543,2023,moscow reg.,18.10,,,,,,,15.0,1.0,0.0,0.0,,,,,,
1831202086,2023,udmurtia,93.29,1654.0,110.0,661.0,592.0,69.0,,2.0,1.0,1.0,0.0,58.0,,-1481.0,173.0,158.0,
3907031944,2023,kaliningrad,68.20.20,5756.0,-538.0,28122.0,2013.0,26109.0,,21.0,1.0,1.0,0.0,3708.0,,-8108.0,-2352.0,-223.0,
8602296960,2023,khanty-mansijsk,36.00.10,25603.0,4929.0,19053.0,7713.0,5695.0,,3.0,1.0,1.0,0.0,3290.0,,-20378.0,5225.0,5190.0,
4716017154,2023,leningrad,47.74,23641.0,325.0,8999.0,6366.0,2633.0,,21.0,1.0,1.0,0.0,284.0,,-22811.0,830.0,561.0,
5257214268,2023,nizhni novgorod,46.62,5928.0,240.0,7134.0,250.0,6884.0,,0.0,1.0,1.0,0.0,455.0,,-5502.0,426.0,300.0,
9500018250,2023,kherson,46.14,,,10.0,10.0,,,0.0,1.0,1.0,0.0,,,,,,
7725235891,2023,moscow city,80.10,,,,,,,20.0,1.0,0.0,0.0,,,,,,
6673193501,2023,sverdlovsk,69,1906.0,-201.0,295.0,171.0,124.0,,15.0,1.0,1.0,0.0,19.0,,-2068.0,-162.0,-179.0,
6324084837,2023,samara,32.50,954.0,-462.0,243.0,35.0,135.0,,6.0,1.0,1.0,0.0,17.0,74.0,-1376.0,-422.0,-438.0,
9718180229,2023,moscow city,64.99,,-123.0,175.0,175.0,0.0,,2.0,1.0,1.0,0.0,112.0,,,,-3.0,
7802546710,2023,sankt-petersburg,46.90,0.0,0.0,35856.0,-3120.0,38976.0,,8.0,1.0,1.0,0.0,53.0,,0.0,0.0,0.0,
4205390366,2023,kemerovo,88.99,,,0.0,0.0,,,3.0,1.0,1.0,0.0,,,,,,
0318010681,2023,buryatia,25.62,66696.0,771.0,11813.0,3001.0,8812.0,40673.0,21.0,1.0,1.0,0.0,135.0,,-65586.0,1110.0,964.0,40673.0
5190156002,2023,murmansk,43.21,,,,,,,17.0,1.0,0.0,0.0,,,,,,
2315226767,2023,krasnodar,41.20,,-16.0,0.0,-16.0,,,1.0,1.0,1.0,0.0,,16.0,-16.0,-16.0,-16.0,
5260452865,2023,nizhni novgorod,25.12,,-15.0,104.0,-25.0,129.0,,5.0,1.0,1.0,0.0,6.0,,,,-15.0,
9715000245,2023,moscow city,41.20,42314.0,205.0,40859.0,-3284.0,44143.0,,9.0,1.0,1.0,0.0,232.0,,-41850.0,464.0,257.0,
9311006844,2023,donetsk,68.20,240.0,32.0,79.0,50.0,29.0,,9.0,1.0,1.0,0.0,11.0,,-197.0,43.0,35.0,
2411032228,2023,krasnoyarsk,41.20,23514.0,-1823.0,8204.0,-1812.0,10016.0,,1.0,1.0,1.0,0.0,1325.0,,-6974.0,-2002.0,-388.0,
9723156253,2023,moscow city,47.59.10,,,,,,,1.0,1.0,0.0,0.0,,,,,,
5752060421,2023,oryol,94.12,,,10.0,10.0,,,10.0,1.0,1.0,0.0,10.0,,,,,
5262274030,2023,nizhni novgorod,69,,,10.0,10.0,,,11.0,1.0,1.0,0.0,,,,,,
5003135615,2023,moscow reg.,46.66,,,,,,,4.0,1.0,0.0,0.0,,,,,,
6154555839,2023,rostov,47.59,37863.0,-314.0,12299.0,3214.0,9085.0,,15.0,1.0,1.0,0.0,498.0,,-37501.0,362.0,65.0,
3665058052,2023,voronezh,47.29.39,,,,,,,17.0,1.0,0.0,0.0,,,,,,
3100006033,2023,belgorod,46.73,29.0,3.0,4.0,4.0,0.0,,1.0,1.0,1.0,0.0,1.0,,-7.0,22.0,3.0,
7843014240,2023,sankt-petersburg,41.20,81065.0,1230.0,97110.0,2642.0,91835.0,,4.0,1.0,1.0,0.0,905.0,2632.0,-1772.0,2863.0,1291.0,0.0
2129072005,2023,chuvashia,45.20,3131.0,1418.0,8687.0,6074.0,2613.0,,17.0,1.0,1.0,0.0,22.0,,-1668.0,1463.0,1432.0,
6382075310,2023,samara,46.74,39810.0,33.0,59727.0,3278.0,56135.0,,6.0,1.0,1.0,0.0,518.0,313.0,-39463.0,347.0,199.0,
1644087620,2023,tatarstan,45.11.20,234792.0,6108.0,12793.0,6116.0,6677.0,,7.0,1.0,1.0,0.0,211.0,,-199675.0,11961.0,11383.0,
4824092060,2023,lipetzk,33.12,1815.0,0.0,119.0,10.0,109.0,,6.0,1.0,1.0,0.0,119.0,,-1706.0,109.0,109.0,
7811739892,2023,sankt-petersburg,46.90,,,,,,,4.0,1.0,0.0,0.0,,,,,,
6623104471,2023,sverdlovsk,28.12.10,68769.0,0.0,52958.0,1340.0,51457.0,,9.0,1.0,1.0,0.0,451.0,,-68218.0,551.0,43.0,
1661067461,2023,tatarstan,49.41,7960.0,232.0,9704.0,766.0,8540.0,,3.0,1.0,1.0,0.0,8.0,398.0,-7484.0,476.0,289.0,
9706031085,2023,moscow city,68.20,,,10.0,10.0,,,0.0,1.0,1.0,0.0,10.0,,,,,
5433182230,2023,novosibirsk,64.99,,,,,,,13.0,1.0,0.0,0.0,,,,,,
5001125435,2023,moscow reg.,94.99,,0.0,0.0,0.0,,,4.0,1.0,1.0,0.0,0.0,,,,0.0,
6671261280,2023,sverdlovsk,46.90,,,,,,,0.0,1.0,0.0,0.0,,,,,,
7451415089,2023,chelyabinsk,47.11,2170.0,-2712.0,15205.0,7076.0,8129.0,,7.0,1.0,1.0,0.0,9.0,,-4859.0,-2689.0,-2712.0,
9704180719,2023,moscow city,52.24,,,,,,,1.0,1.0,0.0,0.0,,,,,,
4400010441,2023,kostroma,41.20,,,54528.0,10.0,3.0,,1.0,1.0,1.0,0.0,3.0,515.0,,,,
5405986165,2023,novosibirsk,49.41,,,,,,,7.0,1.0,0.0,0.0,,,,,,
3652902871,2023,voronezh,68.32,,,0.0,,,,0.0,0.0,1.0,0.0,,,,,,
2536269896,2023,primorsky terr.,41.20,179551.0,2409.0,122227.0,93165.0,29062.0,,9.0,1.0,1.0,0.0,38533.0,,-173503.0,6048.0,4466.0,
6165139446,2023,rostov,33.14,8964.0,254.0,12758.0,4646.0,3260.0,,16.0,1.0,1.0,0.0,217.0,4852.0,-8495.0,469.0,340.0,
3851017656,2023,irkutsk,79.11,,,,,,,7.0,1.0,0.0,0.0,,,,,,
1435310659,2023,yakutia,94.99,,,0.0,,,,7.0,1.0,1.0,0.0,,,,,,
7826098151,2023,sankt-petersburg,47.59.50,511.0,124.0,1044.0,245.0,499.0,,22.0,1.0,1.0,0.0,58.0,300.0,-348.0,163.0,155.0,
7727315824,2023,moscow city,77.11,,,,,,,6.0,1.0,0.0,0.0,,,,,,
7460042813,2023,chelyabinsk,22.23,17783.0,780.0,25686.0,1125.0,24561.0,,5.0,1.0,1.0,0.0,1972.0,,-16906.0,877.0,975.0,
6452004393,2023,saratov,68.20,2018.0,6413.0,10475.0,10475.0,0.0,,31.0,1.0,1.0,0.0,7291.0,,-1719.0,299.0,6473.0,
7604283555,2023,yaroslavl,45.31.10,5174.0,-53.0,8857.0,-4104.0,12961.0,,8.0,1.0,1.0,0.0,101.0,,-5197.0,-23.0,-53.0,
3904608327,2023,kaliningrad,68.31,333.0,118.0,434.0,235.0,199.0,,14.0,1.0,1.0,0.0,194.0,0.0,-179.0,154.0,139.0,
7704708434,2023,moscow city,88.10,0.0,0.0,10.0,10.0,0.0,,15.0,1.0,1.0,0.0,,0.0,0.0,,0.0,
7704043941,2023,moscow city,69.10,38675.0,8336.0,39247.0,32859.0,6909.0,,30.0,1.0,1.0,0.0,13283.0,-521.0,-28856.0,9819.0,10484.0,
2130215593,2023,chuvashia,69.20,2447.0,58.0,288.0,288.0,0.0,,4.0,1.0,1.0,0.0,80.0,,-2312.0,135.0,127.0,
5905286186,2023,perm,46.69,,,,,,,12.0,1.0,0.0,0.0,,,,,,
7726265754,2023,moscow city,81.22,720.0,72.0,185.0,161.0,6.0,,8.0,1.0,1.0,0.0,185.0,19.0,-604.0,116.0,108.0,
7707481005,2023,moscow city,47.91.20,,,0.0,,,,1.0,1.0,1.0,0.0,,,,,,
5919008340,2023,perm,68.32.10,0.0,0.0,3790.0,,123.0,0.0,15.0,1.0,1.0,0.0,172.0,3667.0,0.0,,0.0,0.0
7203287584,2023,tyumen,13.94,22416.0,13756.0,35316.0,248.0,21331.0,,10.0,1.0,1.0,0.0,3282.0,13738.0,-3459.0,15404.0,13980.0,0.0
1435291340,2023,yakutia,62.02,,,,,,,8.0,1.0,0.0,0.0,,,,,,
7000009084,2023,tomsk,56.10,,-283.0,1856.0,-263.0,219.0,,0.0,1.0,1.0,0.0,47.0,1900.0,,-259.0,-283.0,
7714924970,2023,moscow city,47.75,,,,,,,9.0,1.0,0.0,0.0,,,,,,
1406001286,2023,yakutia,47.73,51440.0,1459.0,20666.0,3856.0,16810.0,,28.0,1.0,1.0,0.0,7789.0,0.0,-30893.0,2476.0,1990.0,
2320239539,2023,krasnodar,79.11,,,,,,,7.0,1.0,0.0,0.0,,,,,,
9723182172,2023,moscow city,46.90,53159.0,0.0,10.0,10.0,,,1.0,1.0,1.0,0.0,,,-53159.0,0.0,0.0,
7814771968,2023,sankt-petersburg,46.73,113472.0,2876.0,31797.0,9236.0,22561.0,,3.0,1.0,1.0,0.0,6268.0,,-107395.0,6077.0,3712.0,
7100046065,2023,tula,41.20,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,
7725376074,2023,moscow city,46.73,,,,,,,6.0,1.0,0.0,0.0,,,,,,
6315656069,2023,samara,68.32,111.0,15.0,427.0,402.0,25.0,,9.0,1.0,1.0,0.0,25.0,,-90.0,21.0,21.0,
3702578479,2023,ivanovo,47.91.20,7837.0,3469.0,8694.0,3642.0,4952.0,,14.0,1.0,1.0,0.0,285.0,100.0,-3987.0,3850.0,3748.0,
9109011712,2023,crimea,52.24.10,,,,,,,8.0,1.0,0.0,0.0,,,,,,
2703086301,2023,khabarovsk,52.10.90,,,,,,,8.0,1.0,0.0,0.0,,,,,,
7718760410,2023,moscow city,47.73,34564.0,2121.0,24354.0,24172.0,182.0,,14.0,1.0,1.0,0.0,17641.0,,-32125.0,2439.0,2496.0,
7452119999,2023,chelyabinsk,46.46,33006.0,2113.0,6414.0,4185.0,730.0,,9.0,1.0,1.0,0.0,1087.0,1500.0,-30021.0,2985.0,2600.0,
2901126108,2023,arkhangelsk,43.30,,,,,,,19.0,1.0,0.0,0.0,,,,,,
4345306011,2023,kirov,45.20,36424.0,792.0,11825.0,4916.0,5584.0,,12.0,1.0,1.0,0.0,270.0,1325.0,-35225.0,1199.0,1005.0,
5445029532,2023,novosibirsk,43.33,0.0,-1285.0,10.0,10.0,0.0,,4.0,1.0,1.0,0.0,3.0,,0.0,,-1285.0,
7810929643,2023,sankt-petersburg,68.20,,,,,,,2.0,1.0,0.0,0.0,,,,,,
1652024084,2023,tatarstan,79.11,,,10.0,10.0,,,7.0,1.0,1.0,0.0,10.0,,,,,
1512018651,2023,north ossetia,71.12.70,11772.0,7605.0,6681.0,6414.0,225.0,,10.0,1.0,1.0,0.0,4677.0,42.0,-3117.0,8655.0,8032.0,
9721165301,2023,moscow city,47.64,,,,,,,1.0,1.0,0.0,0.0,,,,,,
7207004251,2023,tyumen,68.32.10,35325.0,3156.0,19622.0,17580.0,2042.0,,18.0,1.0,1.0,0.0,18.0,,-31661.0,3664.0,3494.0,
9723112320,2023,moscow city,46.73,25973.0,714.0,11493.0,1474.0,1159.0,,2.0,1.0,1.0,0.0,522.0,8860.0,-24991.0,982.0,902.0,
3849019230,2023,irkutsk,68.20,,,,,,,12.0,1.0,0.0,0.0,,,,,,
9723132894,2023,moscow city,68.20,,,,,,,2.0,1.0,0.0,0.0,,,,,,
6500010350,2023,sakhalin,10.20,,,,,,,0.0,1.0,0.0,0.0,,,,,,
4900014162,2023,magadan,70.10.20,,,10.0,10.0,,,0.0,1.0,1.0,0.0,,,,,,
2311279790,2023,krasnodar,46.90,,,0.0,,,,5.0,1.0,0.0,0.0,,,,,,
6319184459,2023,samara,46.69.10,0.0,-740.0,22679.0,-981.0,23660.0,,9.0,1.0,1.0,0.0,1.0,0.0,-720.0,-720.0,-740.0,
1116010377,2023,komi,77.39.11,1098.0,-37.0,10518.0,-4082.0,14500.0,,11.0,1.0,1.0,0.0,,100.0,-1071.0,27.0,24.0,
7604356250,2023,yaroslavl,43.39,,,,,,,4.0,1.0,0.0,0.0,,,,,,
2315002069,2023,krasnodar,11.05,255361.0,-70811.0,1032146.0,954908.0,28597.0,-15023.0,31.0,1.0,1.0,0.0,4127.0,,-325624.0,-108598.0,-87594.0,-13441.0
8602136300,2023,khanty-mansijsk,71.20,39726.0,4216.0,24847.0,152.0,24695.0,,15.0,1.0,1.0,0.0,34.0,,-20283.0,5399.0,5263.0,
6905058632,2023,tver,43.21,13293.0,1522.0,1946.0,1715.0,231.0,,24.0,1.0,1.0,0.0,795.0,,-9763.0,3530.0,1984.0,
2301085450,2023,krasnodar,49.40,,,10.0,10.0,,,9.0,1.0,1.0,0.0,10.0,,,,,
7720480280,2023,moscow city,32.50,9724.0,477.0,15587.0,4774.0,10814.0,,4.0,1.0,1.0,0.0,122.0,,-6831.0,153.0,598.0,0.0
6663041443,2023,sverdlovsk,94.20,,,3934.0,,463.0,,26.0,1.0,1.0,0.0,147.0,,,,,
7203555699,2023,tyumen,09.90,,,4510.0,10.0,,,0.0,1.0,1.0,0.0,207.0,4500.0,,,,
7730716382,2023,moscow city,46.43,3094414.0,242514.0,764679.0,337116.0,416857.0,-362539.0,9.0,1.0,1.0,0.0,28549.0,2280.0,-2032600.0,321203.0,307493.0,-363158.0
1500009902,2023,north ossetia,51.10,,,10.0,10.0,,,0.0,1.0,1.0,0.0,10.0,,,,,
9710100126,2023,moscow city,41.20,,,,,,,1.0,1.0,0.0,0.0,,,,,,
0326049587,2023,buryatia,94.99,,,205.0,,,,13.0,1.0,1.0,0.0,205.0,,,,,
7726443372,2023,moscow city,46.13,,,,,,,5.0,1.0,0.0,0.0,,,,,,
2222882692,2023,altai terr.,46.90,,,,,,,3.0,1.0,0.0,0.0,,,,,,
9311003674,2023,donetsk,,,,,,,,8.0,1.0,0.0,0.0,,,,,,
6670464129,2023,sverdlovsk,46.38,169.0,0.0,4268.0,841.0,3287.0,,5.0,1.0,1.0,0.0,0.0,140.0,-152.0,17.0,0.0,
7116154387,2023,tula,69.10,110.0,-606.0,8550.0,1600.0,2950.0,,6.0,1.0,1.0,0.0,3748.0,4000.0,-684.0,-574.0,-599.0,
7813592966,2023,sankt-petersburg,70.22,373.0,-493.0,15019.0,10116.0,441.0,,9.0,1.0,1.0,0.0,1.0,4409.0,-258.0,115.0,-486.0,
7452025211,2023,chelyabinsk,85.42.90,,,,,,,25.0,1.0,0.0,0.0,,,,,,
4027124138,2023,kaluga,95.11,3582.0,495.0,2645.0,1598.0,402.0,,8.0,1.0,1.0,0.0,48.0,645.0,-3022.0,560.0,495.0,
4345242086,2023,kirov,27.30,75397.0,4634.0,34959.0,19948.0,15011.0,,15.0,1.0,1.0,0.0,854.0,,-69632.0,3709.0,5810.0,
9403019963,2023,luhansk,,,,,,,,9.0,1.0,0.0,0.0,,,,,,
7708617844,2023,moscow city,96.02,2211.0,-35.0,6298.0,2038.0,4261.0,,17.0,1.0,1.0,0.0,52.0,0.0,-2130.0,81.0,-13.0,
7728674921,2023,moscow city,46.46,,,0.0,-1800.0,1800.0,,15.0,1.0,1.0,0.0,,,,,,
3329098387,2023,vladimir,70.22,18430.0,12201.0,4453.0,4046.0,407.0,,3.0,1.0,1.0,0.0,1580.0,,-5244.0,13186.0,12757.0,0.0
7709775748,2023,moscow reg.,13.20.11,15114.0,-335.0,14769.0,9199.0,1328.0,,15.0,1.0,1.0,0.0,370.0,4242.0,-14447.0,667.0,91.0,
7733126511,2023,moscow city,73.11,20.0,-1.0,26.0,-37.0,17.0,,21.0,1.0,1.0,0.0,,46.0,-9.0,11.0,0.0,
5445008973,2023,novosibirsk,52.21.24,,,441.0,441.0,0.0,,38.0,1.0,1.0,0.0,110.0,,,,,
9718166016,2023,moscow city,59.11,,,,,,,3.0,1.0,0.0,0.0,,,,,,
6683002322,2023,sverdlovsk,46.73,21921.0,285.0,10544.0,1367.0,9177.0,,11.0,1.0,1.0,0.0,394.0,,-21541.0,380.0,356.0,
5957012443,2023,perm,16.10,48452.0,-42129.0,87844.0,-12011.0,99855.0,,16.0,1.0,1.0,0.0,128.0,0.0,-83079.0,-34627.0,-41550.0,
6167127492,2023,rostov,41.20,,-42.0,17388.0,760.0,16628.0,,9.0,1.0,1.0,0.0,149.0,,,,-42.0,
9727045434,2023,moscow city,62.01,,,,,,,0.0,1.0,0.0,0.0,,,,,,
7736209597,2023,moscow city,52.10.21,54327.0,-677.0,59135.0,24116.0,33612.0,,23.0,1.0,1.0,0.0,2.0,86.0,-43612.0,1297.0,-589.0,
2723152471,2023,khabarovsk,52.29,68613.0,7189.0,21614.0,16841.0,4773.0,,11.0,1.0,1.0,0.0,7971.0,,-59584.0,9029.0,8986.0,
7720881958,2023,moscow city,46.51,,,,,,,1.0,1.0,0.0,0.0,,,,,,
6623079320,2023,sverdlovsk,68.20,,,0.0,,,,12.0,1.0,1.0,0.0,,,,,,
3914009330,2023,kaliningrad,49.40,0.0,0.0,67.0,55.0,12.0,,14.0,1.0,1.0,0.0,7.0,0.0,0.0,,0.0,
1627009332,2023,tatarstan,68.32.10,22891.0,2299.0,86488.0,2337.0,84151.0,,9.0,1.0,1.0,0.0,811.0,,-13692.0,9199.0,2786.0,
7704025607,2023,moscow city,68.20.20,45857.0,-2536.0,25907.0,-8048.0,9006.0,438.0,30.0,1.0,1.0,0.0,1182.0,24845.0,-21277.0,-650.0,-1264.0,622.0
8605018382,2023,khanty-mansijsk,46.51.10,61074.0,968.0,32564.0,14951.0,5011.0,,18.0,1.0,1.0,0.0,219.0,12602.0,-55155.0,1900.0,1210.0,
7606087531,2023,yaroslavl,63.11,6665.0,726.0,3525.0,1059.0,2016.0,,11.0,1.0,1.0,0.0,418.0,450.0,,1037.0,965.0,
7839101468,2023,sankt-petersburg,71.11,,,,,,,5.0,1.0,0.0,0.0,,,,,,
2310229860,2023,krasnodar,69.10,,,,,,,1.0,1.0,0.0,0.0,,,,,,
4027099040,2023,kaluga,45.32,65439.0,2634.0,45579.0,19430.0,26149.0,,13.0,1.0,1.0,0.0,1253.0,,-61562.0,3877.0,3288.0,
0270407686,2023,bashkortostan,41.20,,,,,,,3.0,1.0,0.0,0.0,,,,,,
5011039873,2023,moscow reg.,43.99,,,,,,,1.0,1.0,0.0,0.0,,,,,,
6906005168,2023,tver,01.61,,,,,,,29.0,1.0,0.0,0.0,,,,,,
2460240164,2023,krasnoyarsk,41.20,,,,,,,11.0,1.0,0.0,0.0,,,,,,
5042109760,2023,moscow reg.,46.73.60,446.0,-146.0,385.0,-806.0,1191.0,,14.0,1.0,1.0,0.0,103.0,,-410.0,36.0,-142.0,
7814801563,2023,sankt-petersburg,46.22,912.0,-1378.0,2362.0,2219.0,143.0,,2.0,1.0,1.0,0.0,29.0,0.0,-2954.0,-2042.0,-1337.0,
7203550958,2023,tyumen,46.73,4571.0,175.0,534.0,275.0,260.0,,0.0,1.0,1.0,0.0,91.0,,-4328.0,243.0,221.0,
5019029228,2023,moscow reg.,38.11,4431614.0,-31998.0,2234488.0,-19261.0,2184716.0,278831.0,5.0,1.0,1.0,0.0,17313.0,0.0,-4048905.0,87587.0,-36301.0,-72248.0
7810391877,2023,sankt-petersburg,41.20,168061.0,5387.0,82160.0,17419.0,64741.0,,8.0,1.0,1.0,0.0,844.0,0.0,-145211.0,22850.0,5427.0,
2318039733,2023,krasnodar,47.11,45137.0,-1398.0,20193.0,17828.0,1672.0,,11.0,1.0,1.0,0.0,3842.0,693.0,-45100.0,37.0,-946.0,
7701983087,2023,moscow reg.,68.32.20,,,2554.0,,3330.0,,11.0,1.0,1.0,0.0,459.0,,,,,
7717042053,2023,moscow city,68.20,1567865.0,359167.0,5084212.0,3248731.0,725703.0,685235.0,29.0,1.0,1.0,0.0,1032377.0,714901.0,-935174.0,478392.0,444116.0,360896.0
6440041672,2023,saratov,49.41,,,,,,,2.0,1.0,0.0,0.0,,,,,,
6318223779,2023,samara,47.25.10,,,,,,,11.0,1.0,0.0,0.0,,,,,,
5044123256,2023,moscow reg.,45.11.30,1498134.0,15774.0,811175.0,201508.0,607873.0,321685.0,2.0,1.0,1.0,0.0,20051.0,0.0,-1372666.0,38905.0,18968.0,-4977.0
2465315818,2023,krasnoyarsk,64.92.10,,,,,,,9.0,1.0,0.0,0.0,,,,,,
1661053839,2023,tatarstan,46.34.10,,,,,,,6.0,1.0,0.0,0.0,,,,,,
6141049264,2023,rostov,81.22,,,,,,,8.0,1.0,0.0,0.0,,,,,,
5027273491,2023,moscow reg.,43.29,,,,,,,4.0,1.0,0.0,0.0,,,,,,
8906008726,2023,yamal-nenets ao,68.32.10,0.0,-129.0,2516.0,2159.0,357.0,,14.0,1.0,1.0,0.0,0.0,,-59.0,-59.0,-123.0,
3317001383,2023,vladimir,01.19.10,,,,,,,31.0,1.0,0.0,0.0,,,,,,
9704013595,2023,moscow city,47.29.30,,,,,,,3.0,1.0,0.0,0.0,,,,,,
5809003830,2023,penza,46.77,12137.0,10.0,107.0,20.0,87.0,,7.0,1.0,1.0,0.0,0.0,0.0,-11889.0,248.0,13.0,
6658267371,2023,sverdlovsk,41.20,26849.0,377.0,1604.0,1394.0,210.0,,16.0,1.0,1.0,0.0,0.0,,-26010.0,515.0,471.0,
6670211304,2023,sverdlovsk,43.20,430178.0,11757.0,203448.0,50901.0,114935.0,,15.0,1.0,1.0,0.0,8371.0,11414.0,-312264.0,17712.0,13000.0,
